,average_rate($),num_of_bedrooms,title_word_count,city,date_of_listing,description,title,url,Listing Month,Listing Year,Zipcode
714,41,1,4,Austin,14-Apr,"Enjoy a peaceful stay hosted by an Airbnb Superhost in one of the most sought out areas of North Austin! 25 min drive to Downtown &amp; minutes away from tech companies such as Amazon, Dell, IBM, GM &amp; Samsung &amp; shopping/restaurants @ the Domain/Whole Foods.",Home Away from Home,https://www.airbnb.com/rooms/7495750?location=Cedar%20Park%2C%20TX,April,2014,[78727]
719,98,1,2,Austin,10-Jul,"The tiny house movement is hot. This is your opportunity to experience a very unique tiny house designed and built by a master woodworker. It is complete with queen bed, wifi, TV, fridge, shower, microwave, G fiber and more. It is located on a secluded lot close to city center and the trendy SOCO district. There is an additional Austin Hotel tax which is 9% of the total. This will be paid through once you make the reservation",The Treecycle,https://www.airbnb.com/rooms/4941458?location=Colorado%20River%2C%20TX,July,2010,[78704]
730,71,2,11,Austin,17-May,"A nice 3 bedroom home in safe neighborhood, 8 miles from downtown / 7 miles from Zilker / 20 mins from Airport. Master bed and office will be locked off, but two bedrooms and the rest of the house are available for use while I am out of town. TV's in both living room and single guest room, as well as other standard home amenities to feel comfortable.",All to yourself - Private Home / Two Rooms -SW ATX,https://www.airbnb.com/rooms/19020085?location=Bee%20Cave%2C%20TX,May,2017,[78749]
744,50,1,6,Round Rock,14-Sep,"This cozy 1 bedroom is a quaint retreat with many amenities. Full private bathroom with private entrance, walk in closet, 42' smart, HD TV in room with Cable, Netflix and Amazon Prime. Feel free to contact me with any questions before booking.",1BD with Private Bathroom & TV,https://www.airbnb.com/rooms/4338853?location=Coupland%2C%20TX,September,2014,[78664]
745,40,1,5,Austin,14-Mar,"Super cute brand new house in east Austin. Close to bike trails to downtown Austin, and located exactly 6 miles from the capitol. An Uber home cost about 12-15$ from bars downtown (if not surging).",Cute room in East Austin,https://www.airbnb.com/rooms/11548225?location=Austin%2C%20TX,March,2014,[78724]
753,399,3,9,Austin,16-Jul,"My place is close to Austin-Bergstrom International Airport, Hyatt Regency Lost Pines Resort and Spa, COTA (Circuit of the Americas &amp; 360 Amphitheather), NLAND Surf Park, Next Level Ride (cable wake water park) &amp; McKinney Falls State Park. My place is good for couples, solo adventurers, business travelers, families (with kids), and big groups.","Your Home Away From Home - Entire 2,200 SF",https://www.airbnb.com/rooms/16275174?location=Bastrop%20County%2C%20TX,July,2016,[78617]
767,65,1,2,Manchaca,15-Oct,"Fun South Austin house! (2 girls &amp; 1 guy) Private room, queen bed, full kitchen, big living room, ping-pong table, awesome back patio, 2 grills, &amp; pool. 1 shy cat (Ceiba)say-ba, share bathroom with one guy and one girl. Near bus stop, 10 min from downtown.",Private Hammock,https://www.airbnb.com/rooms/9186966?location=Buda%2C%20TX,October,2015,[78652]
787,90,1,5,Austin,14-Dec,This condo has a spectacular view of the University of Texas Golf course. A beautiful deck for outdoor dining. It is well fitted out and very neat and tidy as I like my things in order.,Luxury double room in Steiner,https://www.airbnb.com/rooms/8582651?location=Bee%20Cave%2C%20TX,December,2014,[78732]
806,600,5,4,Buda,13-Jan,"This is a 6000Sq ft house with a 3000sq Ballroom on 1 acre of land. It has a private pool. The ball room has a pool table, ping pong, and air hockey. We have 5bdrms, 4full baths and 2 living rooms. Perfect place to stay for events at F1. 15 miles from downtown austin.",Masion w-ballroom&pool near F1Track,https://www.airbnb.com/rooms/14249052?location=Cedar%20Creek%2C%20TX,January,2013,[78610]
814,34,1,7,Round Rock,17-Jun,"Secluded mini horse ranch, surrounded by 7 acres of beautiful oak trees and a pastoral setting with horses grazing in the pastures. Private bed room with separate entrance adjacent to pool and hottub. Great for a relaxing romantic weekend getaway.",Equestrian mini horse ranch and artist's studio,https://www.airbnb.com/rooms/19225486?location=Coupland%2C%20TX,June,2017,[78665]
828,1000,5,5,Austin,12-Oct,"Stay in one of Austins most beautiful Historic properties. A 3,500 square foot 1909 construction completely restored gem.",Historic Manor in Downtown Austin,https://www.airbnb.com/rooms/733203?location=Colorado%20River%2C%20TX,October,2012,[78702]
846,95,1,6,Austin,11-Jul,"Come stay in a French-country inspired house walking distance to 6th St, minutes away from Franklin's BBQ (#1 BBQ in US), VIA 313, Veracruz Tacos, Launderette Eat farm fresh eggs from the backyard... my Golden Girls will thank you for being a friend.",Urban Homestead w/ Bikes & Chickens,https://www.airbnb.com/rooms/329306?location=Colorado%20River%2C%20TX,July,2011,[78702]
852,50,1,5,Pflugerville,16-Nov,"Lots of natural light, very comfy and inviting. The whole upstairs is yours; with a separate sitting area, a large master bedroom with private bathroom. I know that you'll have a comfortable stay.",Spacious upstairs is all yours.,https://www.airbnb.com/rooms/17472124?location=Coupland%2C%20TX,November,2016,[78660]
853,150,1,2,Austin,13-Nov,Nestled among the trees in SW Austin. Minutes from Austin to the east and the Hill Country and the lakes to the west. Second story guesthouse is 720 sq. ft. of quiet seclusion. Enjoy relaxing on the large wood deck surrounded by trees and gardens.,Treetop Cottage,https://www.airbnb.com/rooms/2477149?location=Bee%20Cave%2C%20TX,November,2013,[78736]
860,98,1,6,Austin,15-Dec,"Walking distance to groceries, coffee, bank, and gym. 20 Minutes from Downtown, 5 to Lake Travis. Great hiking trail close, high end washer dryer,smart tv, and all utensils etc on site. Large closet and tub. Monthly rates available",Austin Retreat close to the Lake,https://www.airbnb.com/rooms/11491396?location=Austin%2C%20TX,December,2015,[78726]
862,50,1,8,Austin,12-Feb,"My place is just a few miles west of downtown with easy access to Loop 1, the Ann and Roy Butler hike and bike trail, public transit and numerous Austin gems like Mt. Bonnell, Deep Eddy and Barton Springs\n\nNo Television\n\nMy place is welcome to solo adventurers, couples and business travelers of all backgrounds.\n\nCoffee and tea, as well as pantry items like oil and seasonings, are available for your use.\n\nI rent another room in the place out, so you may be sharing the common space at times.",Bed + shared bath near Lady Bird Lake,https://www.airbnb.com/rooms/16701756?location=Austin%2C%20TX,February,2012,[78703]
897,40,1,4,Austin,16-Sep,"You’ll love my place; clean, nicely decorated, quiet neighborhood. I am close to the Austin Airport, the COTA F1 Race Track, and an easy drive to the Downtown Austin Music Scene. My place is good for couples.",Lannie's Place Bedroom #2,https://www.airbnb.com/rooms/16609141?location=Bastrop%20County%2C%20TX,September,2016,[78725]
898,50,1,7,Austin,16-Jul,"My place is close to The Domain, Pflugerville, Round Rock, Samsung, Dell, Applied Materials and much more. You’ll love my place because of the outdoors BBQ Grill and Patio, clean home, feels like home!. My place is good for couples, solo adventurers, business travelers, and families (with kids). We have 3 individual bedrooms available on Airbnb. We might be hosting other guest during your stay and bathroom is shared.",Your Home Away from Home (Near Samsung),https://www.airbnb.com/rooms/14028592?location=Bastrop%20County%2C%20TX,July,2016,[78754]
902,250,2,6,Austin,11-Oct,"Book confidently with an Airbnb Superhost! I’ve hosted thousands of guests and pride myself on providing fast communication, immaculate professionally cleaned rentals, and easy 24-hour checkin/checkout. With this rental, you’ll enjoy the use of two complimentary bikes, Gigabit WIFI, free Netflix, garage parking, washer/dryer, comfy natural mattresses, natural bath products, organic fresh ground coffee, a tranquil outdoor shower, and more.","East Austin Bamboo Hideaway, with BIKES!!",https://www.airbnb.com/rooms/1969618?location=Brazos%20River%2C%20TX,October,2011,[78702]
924,199,2,7,Austin,16-Mar,"This Amazing authentic log cabin is close to Dripping Springs, Hamilton Pool, Treaty Oak Distillery, Stanley Farmhouse Pizza/Brewery, Numerous Wedding venues and wineries, Deep Eddy Distillery, Bee Caves and cycling. The log cabin has incredible amenities close to all hill country activities. This is why you come to the hill country! charm and uniqueness!!. Come enjoy the surroundings, enjoy a glass of wine on the back patio or front porch....super cozy",Dripping Springs Log Cabin - Camp CuddleUp,https://www.airbnb.com/rooms/15644617?location=Bee%20Cave%2C%20TX,March,2016,[78736]
970,30,1,6,Austin,17-Apr,"This is a peaceful, quiet place in Southwest Austin. It's surrounded by excellent restaurants and shopping, 15 minutes from South Congress and downtown. \n\nIt's the perfect place for dogs, with a big grassy area and miles of walking trails right behind the building. The pool area is always clean and quiet.\n\nThe inside is simple, clean and comfortable with great natural light. The living room is cozy with free Wifi and access to Xbox and Netflix. \n\n I'd love for you to stay here!","Peaceful, Private Condo in Southwest Austin",https://www.airbnb.com/rooms/18528747?location=Austin%2C%20TX,April,2017,[78745]
985,36,1,6,Austin,16-Mar,"My place is close to parks, public transport, moon tower saloon, strange brew, farmers market on sat. morning. You’ll love my place because of the comfy bed (queen organic cotton w/ tempur-pedic topper), the ambiance, the outdoor space, non toxic indoor air. My place is good for solo adventurers and business travelers.",You can have the red room,https://www.airbnb.com/rooms/13361970?location=Austin%2C%20TX,March,2016,[78748]
989,900,3,6,Austin,13-Oct,Brand new fully furnished home located minutes from the track. Spacious 3 bedroom and 2.5 bath. Sleeps 8 comfortably. Large open living room and kitchen. Outside deck with gas grill. Kegerator also included. ,5 miles from Formula 1 Track,https://www.airbnb.com/rooms/1809983?location=Bastrop%20County%2C%20TX,October,2013,[78617]
991,295,3,3,Austin,12-Sep,"Large, affordable 3/2 condo - a short walk to great restaurants, 4 bar districts, shopping, mass transit, The convention center, music venues, hike and bike trails, and all the major downtown hotels. Perfect for business travelers or just a leisure visit to Austin. : See full description below; concierge service available)",Perfect 4 Executives/Professionals,https://www.airbnb.com/rooms/690984?location=Colorado%20River%2C%20TX,September,2012,[78701]
995,325,1,5,Pflugerville,16-Nov,We made our home special by creating a beautiful sanctuary with our own decorating style. We have an open are concept home. Our kitchen is fully equipped with anything you would need to create a beautiful dinner for your significant other or family. Our rooms are extremely large and we have provided toiletries for the bathrooms and bowls and beds for the dogs. We have a large backyard where you can grill for family and friends. This is our loving property.,Beautiful & Quiet Pflugerville Home,https://www.airbnb.com/rooms/16918523?location=Coupland%2C%20TX,November,2016,[78660]
998,33,1,6,Austin,13-Jun,Every corner of Austin is within easy reach. Our place is great for people moving to town who want get a feel before they rent or buy. We are totally a smoke-free home.,Quiet landing pad for new arrivals,https://www.airbnb.com/rooms/13605921?location=Coupland%2C%20TX,June,2013,[78753]
1000,175,1,8,Austin,16-Jan,"Charming condo now available in the center of Downtown Austin! Don’t worry about downtown parking, there is a dedicated parking spot with this unit! Extremely convenient location across the street from the convention center and just blocks away from the train and several bus stops. You'll be within walking distance to the best of what Austin has to offer including 6th Street, Rainey Street, South Congress, several hiking trails and parks, and more. There is truly something here for everyone!",Beautiful Apt in the middle of Downtown Austin!,https://www.airbnb.com/rooms/16704551?location=Austin%2C%20TX,January,2016,[78701]
1014,118,1,4,Austin,15-May,"This Casita is in an upscale area of SW Austin. Travertine floors, a full bath w/rain showerhead,HDTV, coffee maker and a queen sz. murphy bed w/ 700 thread ct. sheets. This is a private back house located by our pool and patio on our 1 ac. lot.",Austin Casita SW area,https://www.airbnb.com/rooms/8268970?location=Bee%20Cave%2C%20TX,May,2015,[78737]
1016,289,2,5,Austin,12-Jan,"The home is a 2300 square foot modern style 3 floors, 3 bedrooms &amp; 2.5 bath located in the Agave neighborhood, one of the most modern communities in the US. ",The Perfect Modern Austin Home,https://www.airbnb.com/rooms/319894?location=Bastrop%20County%2C%20TX,January,2012,[78724]
